t,vx_cmd,vy_cmd,wz_cmd,tilt_rad,height,hip_spread,tau_max,q_err_max
77.346,0.400,0.000,-0.800,0.0154,0.2606,0.1144,11.16,0.2999
77.367,0.400,0.000,-0.800,0.0163,0.2664,0.1221,9.85,0.3116
77.386,0.400,0.000,-0.800,0.0139,0.2725,0.1357,9.43,0.2737
77.406,0.400,0.000,-0.900,0.0139,0.2761,0.1415,9.43,0.3012
77.426,0.400,0.000,-0.900,0.0179,0.2776,0.1458,7.53,0.3330
77.446,0.400,0.000,-0.900,0.0250,0.2743,0.1472,15.08,0.3914
77.466,0.400,0.000,-0.900,0.0295,0.2708,0.1459,16.68,0.4153
77.487,0.400,0.000,-0.900,0.0288,0.2683,0.1433,17.23,0.4288
77.508,0.400,0.000,-0.900,0.0238,0.2646,0.1367,16.60,0.3778
77.525,0.400,0.000,-0.900,0.0207,0.2638,0.1306,16.09,0.3467
77.546,0.400,0.000,-0.900,0.0181,0.2627,0.1252,13.86,0.3362
77.566,0.400,0.000,-0.900,0.0212,0.2596,0.1167,12.54,0.3431
77.587,0.400,0.000,-0.900,0.0248,0.2594,0.1115,12.18,0.3580
77.606,0.400,0.000,-0.900,0.0278,0.2597,0.1018,12.96,0.3433
77.627,0.400,0.000,-1.000,0.0225,0.2622,0.0930,11.81,0.3842
77.646,0.400,0.000,-1.000,0.0150,0.2651,0.0843,14.07,0.4331
77.666,0.400,0.000,-1.000,0.0129,0.2665,0.0811,13.94,0.4390
77.688,0.400,0.000,-1.000,0.0165,0.2767,0.0643,13.53,0.2850
77.705,0.400,0.000,-1.000,0.0227,0.2798,0.0598,12.51,0.3511
77.727,0.400,0.000,-1.000,0.0312,0.2864,0.0526,14.49,0.3605
77.746,0.400,0.000,-1.000,0.0258,0.2879,0.0540,12.09,0.3235
77.766,0.400,0.000,-1.000,0.0089,0.2861,0.0571,12.20,0.4265
77.786,0.400,0.000,-1.000,0.0113,0.2831,0.0607,12.17,0.5053
77.806,0.400,0.000,-1.000,0.0183,0.2754,0.0736,14.15,0.4084
77.825,0.400,0.000,-1.000,0.0208,0.2710,0.0824,13.76,0.3069
77.845,0.400,0.000,-1.000,0.0180,0.2677,0.0880,14.19,0.3196
77.865,0.400,0.000,-1.000,0.0113,0.2641,0.0967,13.91,0.3367
77.885,0.400,0.000,-1.000,0.0156,0.2617,0.1060,13.75,0.3184
77.905,0.400,0.000,-1.000,0.0170,0.2615,0.1103,13.48,0.2957
77.927,0.400,0.000,-1.000,0.0180,0.2639,0.1183,11.23,0.2695
77.946,0.400,0.000,-1.000,0.0192,0.2667,0.1224,10.56,0.2608
77.967,0.400,0.000,-1.000,0.0250,0.2716,0.1332,10.59,0.2715
77.985,0.400,0.000,-1.000,0.0287,0.2732,0.1422,11.66,0.3777
78.007,0.400,0.000,-1.000,0.0244,0.2759,0.1513,16.25,0.3637
78.026,0.000,0.000,0.000,0.0222,0.2760,0.1582,14.73,0.3913
78.046,0.000,0.000,0.000,0.0257,0.2755,0.1661,9.64,0.3847
78.066,0.000,0.000,0.000,0.0175,0.2763,0.1474,13.50,0.3109
78.087,0.000,0.000,0.000,0.0245,0.2759,0.1190,14.58,0.5442
78.105,0.000,0.000,0.000,0.0297,0.2755,0.1062,25.70,0.4127
78.126,0.000,0.000,0.000,0.0231,0.2749,0.0863,13.72,0.2456
78.146,0.000,0.000,0.000,0.0365,0.2747,0.0877,12.50,0.4950
78.166,0.000,0.000,0.000,0.0384,0.2748,0.0893,11.73,0.6262
78.187,0.000,0.000,0.000,0.0181,0.2746,0.0956,20.66,0.2291
78.206,0.000,0.000,0.000,0.0295,0.2750,0.0982,18.24,0.5563
78.227,0.000,0.000,0.000,0.0536,0.2765,0.1018,5.59,0.5236
78.246,0.000,0.000,0.000,0.0310,0.2793,0.1034,15.61,0.3152
78.266,0.000,0.000,0.000,0.0255,0.2797,0.1046,10.91,0.5940
78.286,0.000,0.000,0.000,0.0281,0.2822,0.1032,5.22,0.5955
78.306,0.000,0.000,0.000,0.0223,0.2849,0.0976,10.31,0.2485
78.326,0.000,0.000,0.000,0.0184,0.2874,0.0870,8.60,0.3687
78.345,0.000,0.000,0.000,0.0189,0.2868,0.0830,11.06,0.2851
78.366,0.000,0.000,0.000,0.0142,0.2869,0.0791,10.10,0.1551
78.386,0.000,0.000,0.000,0.0173,0.2854,0.0803,5.89,0.2520
78.405,0.000,0.000,0.000,0.0181,0.2847,0.0817,10.77,0.2102
78.425,0.000,0.000,0.000,0.0159,0.2837,0.0820,8.27,0.2818
78.446,0.000,0.000,0.000,0.0188,0.2819,0.0827,10.52,0.2808
78.465,0.000,0.000,0.000,0.0169,0.2814,0.0832,9.73,0.2353
78.485,0.000,0.000,0.000,0.0109,0.2803,0.0879,6.66,0.2119
78.506,0.000,0.000,0.000,0.0094,0.2792,0.0894,7.54,0.2089
78.526,0.000,0.000,0.000,0.0067,0.2784,0.0898,7.62,0.1938
78.546,0.000,0.000,0.000,0.0061,0.2772,0.0903,7.13,0.1923
78.566,0.000,0.000,0.000,0.0050,0.2757,0.0907,6.61,0.1860
78.586,0.000,0.000,0.000,0.0036,0.2751,0.0910,6.13,0.2040
78.609,0.000,0.000,0.000,0.0095,0.2737,0.0913,7.77,0.1942
78.626,0.000,0.000,0.000,0.0010,0.2724,0.0917,6.64,0.1570
78.647,0.000,0.000,0.000,0.0052,0.2717,0.0920,6.60,0.1653
78.665,0.000,0.000,0.000,0.0078,0.2703,0.0925,7.86,0.1573
78.688,0.000,0.000,0.000,0.0122,0.2688,0.0930,6.67,0.2054
78.705,0.000,0.000,0.000,0.0146,0.2686,0.0931,6.67,0.2863
78.726,0.000,0.000,0.000,0.0101,0.2676,0.0934,11.82,0.1554
78.746,0.000,0.000,0.000,0.0078,0.2669,0.0937,6.09,0.2106
78.766,0.000,0.000,0.000,0.0074,0.2661,0.0940,6.71,0.2085
78.785,0.000,0.000,0.000,0.0099,0.2651,0.0953,8.77,0.2112
78.805,0.000,0.000,0.000,0.0158,0.2645,0.0946,9.37,0.2586
78.826,0.000,0.000,0.000,0.0128,0.2643,0.0947,10.36,0.1917
78.845,0.000,0.000,0.000,0.0066,0.2641,0.0947,7.16,0.2214
78.865,0.000,0.000,0.000,0.0070,0.2639,0.0948,9.28,0.2354
78.885,0.000,0.000,0.000,0.0075,0.2637,0.0949,9.01,0.1873
78.905,0.000,0.000,0.000,0.0161,0.2634,0.0950,7.79,0.2496
78.925,0.000,0.000,0.000,0.0181,0.2633,0.0950,10.13,0.2457
78.945,0.000,0.000,0.000,0.0098,0.2634,0.0950,9.13,0.1689
78.965,0.000,0.000,0.000,0.0050,0.2634,0.0950,7.14,0.2352
78.985,0.000,0.000,0.000,0.0040,0.2633,0.0950,9.33,0.1935
79.008,0.000,0.000,0.000,0.0129,0.2632,0.0950,7.00,0.2484
79.025,0.000,0.000,0.000,0.0194,0.2633,0.0950,10.18,0.2683
79.045,0.000,0.000,0.000,0.0113,0.2635,0.0949,9.88,0.1455
79.065,0.000,0.000,0.000,0.0066,0.2640,0.0947,5.89,0.2332
79.085,0.000,0.000,0.000,0.0074,0.2641,0.0947,9.66,0.1903
79.105,0.000,0.000,0.000,0.0151,0.2645,0.0946,6.10,0.2234
79.125,0.000,0.000,0.000,0.0238,0.2646,0.0945,9.22,0.2809
79.146,0.000,0.000,0.000,0.0107,0.2649,0.0944,10.12,0.1440
79.165,0.000,0.000,0.000,0.0098,0.2654,0.0942,5.50,0.1867
79.186,0.000,0.000,0.000,0.0086,0.2653,0.0942,7.51,0.1708
79.205,0.000,0.000,0.000,0.0026,0.2652,0.0943,6.87,0.2014
79.225,0.000,0.000,0.000,0.0066,0.2650,0.0944,8.44,0.1878
79.245,0.000,0.000,0.000,0.0058,0.2649,0.0944,7.44,0.1741
79.265,0.000,0.000,0.000,0.0027,0.2649,0.0944,6.84,0.1739
79.285,0.000,0.000,0.000,0.0016,0.2647,0.0944,6.97,0.1762
79.305,0.000,0.000,0.000,0.0018,0.2647,0.0945,7.08,0.1799
79.325,0.000,0.000,0.000,0.0028,0.2646,0.0945,7.22,0.1808
79.345,0.000,0.000,0.000,0.0030,0.2646,0.0945,7.23,0.1806
79.365,0.000,0.000,0.000,0.0030,0.2646,0.0945,7.22,0.1804
79.385,0.000,0.000,0.000,0.0030,0.2646,0.0945,7.21,0.1803
79.407,0.000,0.000,0.000,0.0030,0.2646,0.0945,7.21,0.1803
79.425,0.000,0.000,0.000,0.0030,0.2646,0.0945,7.21,0.1802
79.445,0.000,0.000,0.000,0.0030,0.2645,0.0945,7.21,0.1801
79.467,0.000,0.000,0.000,0.0030,0.2645,0.0945,7.20,0.1800
79.485,0.000,0.000,0.000,0.0029,0.2645,0.0945,7.20,0.1799
79.507,0.000,0.000,0.000,0.0029,0.2645,0.0945,7.20,0.1799
79.526,0.000,0.000,0.000,0.0029,0.2645,0.0945,7.19,0.1798
79.545,0.000,0.000,0.000,0.0029,0.2645,0.0945,7.19,0.1797
79.566,0.000,0.000,0.000,0.0029,0.2645,0.0945,7.19,0.1796
79.587,0.000,0.000,0.000,0.0029,0.2645,0.0945,7.19,0.1795
79.605,0.000,0.000,0.000,0.0028,0.2645,0.0945,7.18,0.1795
79.629,0.000,0.000,0.000,0.0028,0.2645,0.0945,7.18,0.1794
79.646,0.000,0.000,0.000,0.0028,0.2645,0.0945,7.18,0.1794
79.666,0.000,0.000,0.000,0.0028,0.2645,0.0946,7.18,0.1793
79.687,0.000,0.000,0.000,0.0028,0.2644,0.0946,7.17,0.1792
79.705,0.000,0.000,0.000,0.0028,0.2644,0.0946,7.17,0.1792
79.726,0.000,0.000,0.000,0.0028,0.2644,0.0946,7.17,0.1791
79.746,0.000,0.000,0.000,0.0027,0.2644,0.0946,7.17,0.1791
79.766,0.000,0.000,0.000,0.0027,0.2644,0.0946,7.16,0.1790
79.787,0.000,0.000,0.000,0.0027,0.2644,0.0946,7.16,0.1790
79.807,0.000,0.000,0.000,0.0027,0.2644,0.0946,7.16,0.1789
79.826,0.000,0.000,0.000,0.0027,0.2644,0.0946,7.16,0.1788
79.845,0.000,0.000,0.000,0.0027,0.2644,0.0946,7.15,0.1788
79.867,0.000,0.000,0.000,0.0027,0.2644,0.0946,7.15,0.1787
79.886,0.000,0.000,0.000,0.0026,0.2644,0.0946,7.15,0.1787
79.905,0.000,0.000,0.000,0.0026,0.2644,0.0946,7.15,0.1786
79.925,0.000,0.000,0.000,0.0026,0.2644,0.0946,7.15,0.1786
79.945,0.000,0.000,0.000,0.0026,0.2643,0.0946,7.14,0.1785
79.967,0.000,0.000,0.000,0.0026,0.2643,0.0946,7.14,0.1785
79.986,0.000,0.000,0.000,0.0026,0.2643,0.0946,7.14,0.1784
80.005,0.000,0.000,0.000,0.0025,0.2643,0.0946,7.14,0.1784
80.026,0.000,0.000,0.000,0.0025,0.2643,0.0946,7.14,0.1783
80.046,0.000,0.000,0.000,0.0025,0.2643,0.0946,7.13,0.1783
80.065,0.000,0.000,0.000,0.0025,0.2643,0.0946,7.13,0.1783
80.087,0.000,0.000,0.000,0.0025,0.2643,0.0946,7.13,0.1782
80.107,0.000,0.000,0.000,0.0025,0.2643,0.0946,7.13,0.1782
80.126,0.000,0.000,0.000,0.0025,0.2643,0.0946,7.13,0.1781
80.147,0.000,0.000,0.000,0.0024,0.2643,0.0946,7.13,0.1781
80.165,0.000,0.000,0.000,0.0024,0.2643,0.0946,7.12,0.1780
80.185,0.000,0.000,0.000,0.0024,0.2643,0.0946,7.12,0.1780
80.205,0.000,0.000,0.000,0.0024,0.2643,0.0946,7.12,0.1780
80.227,0.000,0.000,0.000,0.0024,0.2643,0.0946,7.12,0.1779
80.245,0.000,0.000,0.000,0.0024,0.2643,0.0946,7.12,0.1779
80.265,0.000,0.000,0.000,0.0023,0.2642,0.0946,7.12,0.1778
80.287,0.000,0.000,0.000,0.0023,0.2642,0.0946,7.11,0.1778
80.306,0.000,0.000,0.000,0.0023,0.2642,0.0946,7.11,0.1778
80.327,0.000,0.000,0.000,0.0023,0.2642,0.0946,7.11,0.1777
80.346,0.000,0.000,0.000,0.0023,0.2642,0.0946,7.11,0.1777
80.366,0.000,0.000,0.000,0.0023,0.2642,0.0946,7.11,0.1776
80.387,0.000,0.000,0.000,0.0023,0.2642,0.0946,7.11,0.1776
80.406,0.000,0.000,0.000,0.0022,0.2642,0.0946,7.10,0.1776
80.426,0.000,0.000,0.000,0.0022,0.2642,0.0947,7.10,0.1775
80.446,0.000,0.000,0.000,0.0022,0.2642,0.0947,7.10,0.1775
80.467,0.000,0.000,0.000,0.0022,0.2642,0.0947,7.10,0.1774
80.487,0.000,0.000,0.000,0.0022,0.2642,0.0947,7.10,0.1774
80.505,0.000,0.000,0.000,0.0022,0.2642,0.0947,7.10,0.1774
80.526,0.000,0.000,0.000,0.0022,0.2642,0.0947,7.10,0.1773
80.545,0.000,0.000,0.000,0.0022,0.2642,0.0947,7.09,0.1773
80.567,0.000,0.000,0.000,0.0021,0.2642,0.0947,7.09,0.1773
80.589,0.000,0.000,0.000,0.0021,0.2642,0.0947,7.09,0.1772
80.606,0.000,0.000,0.000,0.0021,0.2642,0.0947,7.09,0.1772
80.629,0.000,0.000,0.000,0.0021,0.2642,0.0947,7.09,0.1772
80.645,0.000,0.000,0.000,0.0021,0.2642,0.0947,7.09,0.1772
80.666,0.000,0.000,0.000,0.0021,0.2641,0.0947,7.09,0.1771
80.687,0.000,0.000,0.000,0.0021,0.2641,0.0947,7.09,0.1771
80.707,0.000,0.000,0.000,0.0021,0.2641,0.0947,7.08,0.1771
80.728,0.000,0.000,0.000,0.0021,0.2641,0.0947,7.08,0.1770
80.747,0.000,0.000,0.000,0.0020,0.2641,0.0947,7.08,0.1770
80.766,0.000,0.000,0.000,0.0020,0.2641,0.0947,7.08,0.1770
80.785,0.000,0.000,0.000,0.0020,0.2641,0.0947,7.08,0.1769
80.808,0.000,0.000,0.000,0.0020,0.2641,0.0947,7.08,0.1769
80.827,0.000,0.000,0.000,0.0020,0.2641,0.0947,7.08,0.1769
80.847,0.000,0.000,0.000,0.0020,0.2641,0.0947,7.08,0.1769
80.866,0.000,0.000,0.000,0.0020,0.2641,0.0947,7.08,0.1768
80.886,0.000,0.000,0.000,0.0020,0.2641,0.0947,7.08,0.1768
80.906,0.000,0.000,0.000,0.0020,0.2641,0.0947,7.07,0.1768
80.926,0.000,0.000,0.000,0.0020,0.2641,0.0947,7.07,0.1768
80.946,0.000,0.000,0.000,0.0020,0.2641,0.0947,7.07,0.1767
80.967,0.000,0.000,0.000,0.0019,0.2641,0.0947,7.07,0.1767
80.988,0.000,0.000,0.000,0.0019,0.2641,0.0947,7.07,0.1767
81.009,0.000,0.000,0.000,0.0019,0.2641,0.0947,7.07,0.1766
81.027,0.000,0.000,0.000,0.0019,0.2641,0.0947,7.07,0.1766
81.046,0.000,0.000,0.000,0.0019,0.2641,0.0947,7.07,0.1766
81.066,0.000,0.000,0.000,0.0019,0.2641,0.0947,7.06,0.1766
81.086,0.000,0.000,0.000,0.0019,0.2641,0.0947,7.06,0.1765
81.106,0.000,0.000,0.000,0.0019,0.2641,0.0947,7.06,0.1765
81.126,0.000,0.000,0.000,0.0018,0.2641,0.0947,7.06,0.1765
81.146,0.000,0.000,0.000,0.0018,0.2641,0.0947,7.06,0.1765
81.166,0.000,0.000,0.000,0.0018,0.2641,0.0947,7.06,0.1764
81.186,0.000,0.000,0.000,0.0018,0.2641,0.0947,7.06,0.1764
81.206,0.000,0.000,0.000,0.0018,0.2640,0.0947,7.06,0.1764
81.226,0.000,0.000,0.000,0.0018,0.2640,0.0947,7.06,0.1763
81.246,0.000,0.000,0.000,0.0018,0.2640,0.0947,7.05,0.1763
81.268,0.000,0.000,0.000,0.0018,0.2640,0.0947,7.05,0.1763
81.287,0.000,0.000,0.000,0.0018,0.2640,0.0947,7.05,0.1763
81.306,0.000,0.000,0.000,0.0018,0.2640,0.0947,7.05,0.1763
81.326,0.000,0.000,0.000,0.0018,0.2640,0.0947,7.05,0.1763
81.346,0.000,0.000,0.000,0.0018,0.2640,0.0947,7.05,0.1762
81.366,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.05,0.1762
81.388,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.05,0.1762
81.409,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.05,0.1762
81.426,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.05,0.1761
81.447,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.05,0.1761
81.466,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.05,0.1761
81.486,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.04,0.1761
81.506,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.04,0.1761
81.526,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.04,0.1760
81.546,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.04,0.1760
81.566,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.04,0.1760
81.587,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.04,0.1760
81.606,0.000,0.000,0.000,0.0017,0.2640,0.0947,7.04,0.1759
81.626,0.000,0.000,0.000,0.0016,0.2640,0.0947,7.04,0.1759
81.646,0.000,0.000,0.000,0.0016,0.2640,0.0947,7.04,0.1759
81.667,0.000,0.000,0.000,0.0016,0.2640,0.0947,7.04,0.1759
81.687,0.000,0.000,0.000,0.0016,0.2640,0.0947,7.03,0.1758
81.705,0.000,0.000,0.000,0.0016,0.2640,0.0947,7.03,0.1758
81.726,0.000,0.000,0.000,0.0016,0.2640,0.0947,7.03,0.1758
81.746,0.000,0.000,0.000,0.0016,0.2640,0.0947,7.03,0.1758
81.766,0.000,0.000,0.000,0.0016,0.2640,0.0948,7.03,0.1757
81.786,0.000,0.000,0.000,0.0016,0.2640,0.0948,7.03,0.1757
81.806,0.000,0.000,0.000,0.0016,0.2640,0.0948,7.03,0.1757
81.826,0.000,0.000,0.000,0.0015,0.2640,0.0948,7.03,0.1757
81.846,0.000,0.000,0.000,0.0015,0.2640,0.0948,7.03,0.1756
81.867,0.000,0.000,0.000,0.0015,0.2640,0.0948,7.03,0.1756
81.886,0.000,0.000,0.000,0.0015,0.2640,0.0948,7.03,0.1756
81.907,0.000,0.000,0.000,0.0015,0.2640,0.0948,7.02,0.1756
81.928,0.000,0.000,0.000,0.0015,0.2640,0.0948,7.02,0.1756
81.946,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.02,0.1755
81.966,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.02,0.1755
81.986,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.02,0.1755
82.007,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.02,0.1755
82.026,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.02,0.1755
82.046,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.02,0.1755
82.067,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.02,0.1754
82.087,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.02,0.1754
82.107,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.02,0.1754
82.126,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.02,0.1754
82.146,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.02,0.1754
82.167,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.01,0.1753
82.188,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.01,0.1753
82.207,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.01,0.1753
82.227,0.000,0.000,0.000,0.0015,0.2639,0.0948,7.01,0.1753
82.247,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.01,0.1753
82.266,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.01,0.1752
82.286,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.01,0.1752
82.306,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.01,0.1752
82.326,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.01,0.1752
82.346,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.01,0.1752
82.367,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.01,0.1752
82.388,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.01,0.1751
82.408,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.01,0.1751
82.427,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1751
82.446,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1751
82.466,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1751
82.487,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1750
82.506,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1750
82.527,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1750
82.546,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1750
82.568,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1750
82.586,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1750
82.606,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1750
82.626,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1749
82.646,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1749
82.666,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1749
82.688,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1749
82.707,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1749
82.726,0.000,0.000,0.000,0.0014,0.2639,0.0948,7.00,0.1749
82.749,0.000,0.000,0.000,0.0014,0.2639,0.0948,6.99,0.1748
82.767,0.000,0.000,0.000,0.0014,0.2639,0.0948,6.99,0.1748
82.787,0.000,0.000,0.000,0.0014,0.2639,0.0948,6.99,0.1748
82.811,0.000,0.000,0.000,0.0014,0.2639,0.0948,6.99,0.1748
82.827,0.000,0.000,0.000,0.0014,0.2639,0.0948,6.99,0.1748
82.846,0.000,0.000,0.000,0.0014,0.2639,0.0948,6.99,0.1748
82.866,0.000,0.000,0.000,0.0014,0.2639,0.0948,6.99,0.1747
82.887,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.99,0.1747
82.908,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.99,0.1747
82.926,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.99,0.1747
82.946,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.99,0.1747
82.966,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.99,0.1747
82.987,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.99,0.1746
83.007,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.99,0.1746
83.027,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.99,0.1746
83.046,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.98,0.1746
83.067,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.98,0.1746
83.087,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.98,0.1746
83.107,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.98,0.1746
83.126,0.000,0.000,0.000,0.0013,0.2639,0.0948,6.98,0.1745
83.146,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1745
83.166,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1745
83.186,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1745
83.207,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1745
83.226,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1745
83.246,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1744
83.266,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1744
83.286,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1744
83.307,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1744
83.327,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1744
83.347,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1744
83.366,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.98,0.1744
83.387,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.97,0.1743
83.406,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.97,0.1743
83.427,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.97,0.1743
83.448,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.97,0.1743
83.467,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.97,0.1743
83.487,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.97,0.1743
83.506,0.000,0.000,0.000,0.0013,0.2638,0.0948,6.97,0.1743
83.527,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1742
83.547,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1742
83.567,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1742
83.586,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1742
83.606,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1742
83.626,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1742
83.646,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1742
83.667,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1742
83.686,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1741
83.706,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1741
83.726,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1741
83.746,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.97,0.1741
83.766,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1741
83.787,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1741
83.806,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1741
83.826,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1741
83.846,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1741
83.868,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1740
83.887,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1740
83.908,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1740
83.926,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1740
83.947,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1740
83.966,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1740
83.986,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1740
84.006,0.000,0.000,0.000,0.0014,0.2638,0.0948,6.96,0.1740
84.026,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.96,0.1740
84.047,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.96,0.1739
84.067,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.96,0.1739
84.086,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.96,0.1739
84.106,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.96,0.1739
84.126,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.96,0.1739
84.146,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.96,0.1739
84.166,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.96,0.1739
84.186,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.96,0.1739
84.207,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.95,0.1739
84.226,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.95,0.1738
84.246,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.95,0.1738
84.266,0.000,0.000,0.000,0.0014,0.2638,0.0949,6.95,0.1738
